"weight","idlist","id","waiting time","duration","total request","priority","completed jobs"
2.0116676855251812E-15,4161,8001,1.0,19.0032017372313,819,3,36
1.999672321616077E-15,4160,4552,2.8000004,26.539098142196078,586,1,55
1.998860891279921E-15,4159,7128,1.0,19.221110186183147,766,1,24
1.9708884008349993E-15,4158,6722,1.0,26.492134869997468,212,2,50
1.9618021570622016E-15,4157,8770,1.0,18.795396526707904,391,2,57
1.9603116678721674E-15,4156,9594,1.0,29.380184130202277,994,2,12
1.960191131243605E-15,4155,4240,5.7999988,71.05168807786413,178,1,66
1.95797285047418E-15,4154,3462,13.599992,99.94727177722987,995,3,46
1.956821266440147E-15,4153,6276,1.0,40.78354290447843,408,3,16
1.955037904181635E-15,4152,4496,3.2000005,43.33515752263629,590,2,36
1.954821030737256E-15,4151,4585,2.4000003,49.964451641708976,146,1,44
1.952119692638738E-15,4150,7055,1.0,35.19837624775061,830,2,10
1.9520040059224464E-15,4149,8822,1.0,40.23193366273244,111,1,30
1.948411416422124E-15,4148,8168,1.0,88.56469560748347,680,2,2
1.9420652879287827E-15,4147,7965,1.0,16.830129172574814,865,1,28
1.938070560244402E-15,4146,3968,8.599997,70.755923710579,651,1,41
1.9329544563439894E-15,4145,7303,1.0,23.772819680147016,649,2,25
1.9257145941654213E-15,4144,7684,1.0,62.09730174574868,285,3,10
1.925240724193288E-15,4143,4429,4.0000005,85.91454537629073,57,1,70
1.9151875002315385E-15,4142,7296,1.0,34.843610428183325,934,3,11
1.912637869961327E-15,4141,6240,1.0,14.426477477961882,497,1,58
1.911129301677175E-15,4140,4296,5.1999993,47.37972858832319,828,3,54
1.9111039372120546E-15,4139,8443,1.0,14.74890383761493,767,2,52
1.905905154000622E-15,4138,7595,1.0,16.16118775858916,810,1,32
1.9038550368258042E-15,4137,3555,12.599993,93.3028862948057,327,2,98
1.9019493908674336E-15,4136,8457,1.0,44.55838964772761,65,3,60
1.899808039831696E-15,4135,7513,1.0,49.03085183473445,195,3,21
1.89469251652741E-15,4134,4712,1.2,39.79155420988532,795,2,10
1.888851387320159E-15,4133,3377,14.399991,60.06297581205532,844,1,93
1.8792070575012422E-15,4132,4795,1.0,23.839864890566904,108,1,80
1.8789107924915295E-15,4131,9923,1.0,29.85896926232845,686,2,16
1.872852188011009E-15,4130,4859,1.0,12.535428594137766,526,1,72
1.8714903321745037E-15,4129,9186,1.0,39.22120666154067,141,3,41
1.8712966321587937E-15,4128,5870,1.0,44.0848045613154,321,1,11
1.869986827119264E-15,4127,4033,7.799997,72.61553398268153,422,1,49
1.8657478034739983E-15,4126,4595,2.4000003,23.707570778508387,667,1,51
1.862172344922061E-15,4125,7358,1.0,25.858735287408845,182,3,71
1.861080242041676E-15,4124,7812,1.0,67.24636599135016,78,1,16
1.860274240478565E-15,4123,9684,1.0,13.833465742750885,492,3,99
1.859815008466498E-15,4122,8426,1.0,54.189960268644974,913,3,5
1.8512284554960576E-15,4121,9948,1.0,80.52658933168603,611,1,2
1.8486970596644075E-15,4120,4196,6.1999984,84.89216726370685,178,2,71
1.848319309457624E-15,4119,7006,1.0,38.22123214617426,161,2,33
1.8406735506925072E-15,4118,6700,1.0,45.49320984831911,57,3,65
1.83627423744758E-15,4117,8651,1.0,76.43493945501787,767,3,3
1.8353565998777484E-15,4116,5233,1.0,18.83894604728141,388,3,69
1.8351477576359715E-15,4115,4392,4.2000003,59.37387857295905,431,2,39
1.8270389179779294E-15,4114,8397,1.0,85.48379271578807,21,3,46
1.826716632822729E-15,4113,5854,1.0,61.40027600340551,245,2,10
1.8258646508639017E-15,4112,4132,6.799998,93.82298938464238,577,1,20
1.8235752682422692E-15,4111,8656,1.0,12.142247065687924,784,1,56
1.8227777611921337E-15,4110,6217,1.0,34.51213596237267,667,3,15
1.819705090414992E-15,4109,7909,1.0,24.060813774574054,839,3,24
1.8195794910153456E-15,4108,8365,1.0,13.174264572787674,767,2,65
1.8167019708088398E-15,4107,6250,1.0,43.891651906543224,206,3,25
1.8140663847977986E-15,4106,7100,1.0,29.885969319957553,421,2,24
1.8135789474232004E-15,4105,4038,7.799997,60.26713231379601,867,1,39
1.8112757912281847E-15,4104,4639,2.0000002,17.631158072487004,652,1,71
1.8102713039469404E-15,4103,3360,14.599991,74.82448577716633,949,2,78
1.8093199238689734E-15,4102,5803,1.0,73.12163744701868,62,3,26
1.8017350077146243E-15,4101,3447,13.799992,61.73545194872933,808,1,88
1.8012680841220827E-15,4100,4366,4.6,94.05597618676754,320,3,29
1.8001993421522856E-15,4099,7110,1.0,18.557393303561778,697,2,38
1.790107517644782E-15,4098,6024,1.0,62.70442849686063,143,2,15
1.7786154979435778E-15,4097,8416,1.0,26.342328687782896,366,2,34
1.7714638938289532E-15,4096,9166,1.0,48.13498786073193,705,1,5
1.766981811767059E-15,4095,5169,1.0,21.535949112486914,419,2,44
1.763785659102443E-15,4094,7531,1.0,18.23072415691404,387,1,48
1.7561584038974279E-15,4093,9919,1.0,22.716221365141195,392,1,32
1.7557529635740965E-15,4092,5692,1.0,29.43160717639537,680,2,17
1.7550897246789087E-15,4091,4736,1.0,14.359214460659045,330,1,84
1.7544029788791367E-15,4090,8150,1.0,16.124020552490446,961,3,45
1.7532918981627157E-15,4089,3998,8.199997,56.49675137798744,981,3,67
1.748805346911411E-15,4088,3200,16.19999,97.57976137368045,768,3,79
1.7469110214940878E-15,4087,3665,11.599994,64.85359237880479,906,2,77
1.7463395670958857E-15,4086,4451,3.8000007,44.865758581086226,253,2,88
1.7446210207398065E-15,4085,8169,1.0,24.457472915689877,186,1,51
1.7432098056816078E-15,4084,4339,4.7999997,74.76998388200253,393,2,34
1.7359972591977576E-15,4083,8369,1.0,51.740523521870486,189,1,13
1.7214789787205003E-15,4082,7019,1.0,16.5494055246471,393,1,57
1.7205766707537996E-15,4081,4438,3.8000007,56.01512858131395,135,2,98
1.7170966610084924E-15,4080,3966,8.599997,70.23871052707885,817,2,48
1.7166777812344444E-15,4079,8453,1.0,25.496123013416515,175,1,50
1.7140767418589287E-15,4078,3556,12.599993,77.08336892881238,614,1,66
1.7126276403714206E-15,4077,5656,1.0,14.592380623457407,714,3,69
1.7113496429414487E-15,4076,7974,1.0,28.29445787712918,282,3,44
1.7110510660786179E-15,4075,9543,1.0,13.58960999958961,569,2,80
1.7037068067117154E-15,4074,5423,1.0,26.78180449334299,97,2,97
1.6947973374559515E-15,4073,6537,1.0,72.79156622810066,68,3,25
1.6891462151797261E-15,4072,4019,7.9999967,81.30718032807934,617,2,42
1.687620646183762E-15,4071,4171,6.599998,84.51501845905206,346,3,56
1.6842027663965277E-15,4070,5993,1.0,19.542164509290036,619,3,46
1.6773396811921631E-15,4069,5257,1.0,46.741523657450024,21,1,91
1.677212477186275E-15,4068,8610,1.0,42.54192782308337,768,2,8
1.6766238869103769E-15,4067,5753,1.0,47.858303110598406,30,2,87
1.6616758622679417E-15,4066,8285,1.0,37.463767742600844,400,1,13
1.6579203135609675E-15,4065,8460,1.0,66.4420778128755,245,2,9
1.6569544040943216E-15,4064,5921,1.0,52.37056215825971,342,1,8
1.653090792462289E-15,4063,7277,1.0,19.47935124993975,540,3,52
1.6445562969616915E-15,4062,9107,1.0,9.729022186617453,784,1,87
1.6286724268128397E-15,4061,3887,9.399996,99.12167589849444,533,2,42
1.62745914858723E-15,4060,5184,1.0,47.62230653724202,279,2,15
1.6206227318278446E-15,4059,7791,1.0,12.06531278348868,808,3,90
1.6168595234178362E-15,4058,8314,1.0,24.66620112677288,862,2,20
1.6130404585283567E-15,4057,3868,9.599996,82.6566203231041,360,3,97
1.6081243738751938E-15,4056,7552,1.0,80.73586342191072,39,2,28
1.6065941258852954E-15,4055,4933,1.0,14.068389004831712,626,3,84
1.6044419909257856E-15,4054,3356,14.599991,90.68292436142394,559,1,67
1.6014935084182734E-15,4053,4790,1.0,31.906566967820623,350,2,26
1.5991074354517693E-15,4052,8266,1.0,30.519923930116367,451,2,23
1.596255338796611E-15,4051,5774,1.0,28.70685289735704,129,2,70
1.587408623171941E-15,4050,3938,8.799996,64.71756622821096,534,3,98
1.5712634847306756E-15,4049,6655,1.0,13.661580752792073,956,1,41
1.5705747909302797E-15,4048,3182,16.39999,86.57184146185823,752,2,90
1.5680526224258895E-15,4047,6811,1.0,29.929349488900126,915,3,16
1.5647095896169219E-15,4046,7987,1.0,44.03458974520531,149,1,22
1.557239890552978E-15,4045,9437,1.0,24.995456936079947,280,1,37
1.5558523537688577E-15,4044,6157,1.0,39.989522710013894,760,3,11
1.5557972543349055E-15,4043,9822,1.0,54.53407919884992,251,2,13
1.5529568567059847E-15,4042,3741,10.799994,75.16784122715114,571,2,81
1.541365191629934E-15,4041,8869,1.0,48.200194785404335,857,2,6
1.538775134342113E-15,4040,7677,1.0,13.873543281885325,958,2,53
1.5331161156890342E-15,4039,2483,23.400017,89.38687467715468,828,1,99
1.526893290643233E-15,4038,4267,5.599999,60.75384396049923,815,2,36
1.5146005252199613E-15,4037,8819,1.0,31.82746350893796,655,3,19
1.5066565388129262E-15,4036,5971,1.0,17.64773934142396,968,1,26
1.5005960918322277E-15,4035,3945,8.799996,89.98125314457106,317,3,84
1.5003280408024713E-15,4034,8305,1.0,12.621145388629058,589,1,71
1.4993669881681318E-15,4033,6581,1.0,86.13053748036775,47,3,26
1.4903542424641724E-15,4032,6567,1.0,26.842181181213196,202,1,43
1.4890967458059747E-15,4031,5597,1.0,32.44118861568124,344,3,31
1.4885944436126193E-15,4030,4385,4.4,39.76597720364166,605,2,71
1.4881323476758025E-15,4029,6355,1.0,18.134907825434354,533,2,53
1.4857879776142318E-15,4028,3210,16.19999,87.98913244210604,523,1,89
1.483230543563208E-15,4027,7123,1.0,23.884587665091615,816,3,27
1.4801848456972014E-15,4026,8966,1.0,18.42416651185045,734,3,47
1.4791288319067837E-15,4025,5748,1.0,18.11767480195609,574,3,59
1.47203930965732E-15,4024,7341,1.0,27.792912749436812,252,1,34
1.4665538346341352E-15,4023,9539,1.0,34.693666075717445,354,3,27
1.4650328606395662E-15,4022,6319,1.0,34.3935159041679,895,3,13
1.4621158667933878E-15,4021,5256,1.0,25.386829373391624,252,2,53
1.4605248698216648E-15,4020,4620,2.0000002,62.87396140390986,822,3,10
1.4603862455120113E-15,4019,8395,1.0,14.404320877794316,910,3,62
1.4515820884526283E-15,4018,4329,4.9999995,63.28336200001745,502,2,43
1.4505991134586442E-15,4017,5980,1.0,69.62202059536455,100,2,18
1.4503127624237678E-15,4016,6636,1.0,22.63875052760913,553,3,41
1.447001397934207E-15,4015,3656,11.599994,59.919040878772726,869,2,99
1.4469203609772064E-15,4014,9078,1.0,97.0070585161976,27,3,33
1.446726572943384E-15,4013,7136,1.0,77.98036198933397,224,3,9
1.4446009740444917E-15,4012,5155,1.0,10.509098548622992,903,2,94
1.4424094843523383E-15,4011,4721,1.0,18.032884091872955,898,3,42
1.4406807357191118E-15,4010,8540,1.0,58.87684765917475,38,1,40
1.4396988168066624E-15,4009,9095,1.0,19.10525402049137,539,3,57
1.4371418677454312E-15,4008,5061,1.0,35.644028909650565,97,1,47
1.4339276897581487E-15,4007,4845,1.0,25.995861041971118,927,2,18
1.4319695693322836E-15,4006,3080,17.399994,85.42151916300864,726,1,81
1.4296532918167596E-15,4005,4013,7.9999967,82.07409220806885,388,2,64
1.4233914546140756E-15,4004,9051,1.0,17.04005677508257,982,2,37
1.4218371708551715E-15,4003,5590,1.0,16.838227884675195,589,3,67
1.4158524376909904E-15,4002,4060,7.599997,93.948222745093,174,2,89
1.4129839423616644E-15,4001,9941,1.0,82.92666022605808,17,2,54
1.4129832231267478E-15,4000,8490,1.0,20.196991389620475,235,1,65
1.4104845125229542E-15,3999,9944,1.0,69.98511910087633,62,1,20
1.402373665134994E-15,3998,6639,1.0,45.65445362133421,70,2,52
1.4020999586808803E-15,3997,7121,1.0,95.05954671586001,315,2,4
1.3935241688101519E-15,3996,7314,1.0,48.78476245523651,34,2,82
1.392953470339998E-15,3995,3222,15.9999895,95.50266945716741,770,2,75
1.3921827146332365E-15,3994,5087,1.0,24.11371429606008,673,2,27
1.392105115415194E-15,3993,3808,10.199995,62.31352825210011,913,1,57
1.3881067738783966E-15,3992,2915,19.0,82.61917014210172,873,1,85
1.3852692772105816E-15,3991,5084,1.0,57.781604600766585,54,2,42
1.3826870916806594E-15,3990,4108,7.1999974,80.94841976866168,226,1,67
1.3771821013112295E-15,3989,4455,3.6000006,56.665899498912225,310,1,38
1.3734050205404434E-15,3988,4159,6.599998,48.161828137259285,856,2,69
1.3687848565859998E-15,3987,6503,1.0,11.000527701337717,922,2,87
1.367531078349952E-15,3986,4840,1.0,28.112135617414967,604,1,17
1.363565360068625E-15,3985,8690,1.0,16.872351051020836,414,3,90
1.3523310533113419E-15,3984,5775,1.0,11.922094210806874,948,3,87
1.3516808900555864E-15,3983,3804,10.199995,86.12794537347207,792,3,56
1.3396850707633596E-15,3982,4961,1.0,56.44170631969403,737,1,4
1.3375984736308551E-15,3981,5899,1.0,13.402687062582721,866,1,49
1.3363659881488414E-15,3980,4249,5.7999988,41.35860685273851,630,2,98
1.333747972295257E-15,3979,7401,1.0,53.650129108500195,828,1,4
1.33308454355165E-15,3978,3355,14.599991,79.31619445603138,878,1,64
1.330011589417873E-15,3977,7542,1.0,45.86553716425427,94,3,49
1.3086849967093934E-15,3976,4328,4.9999995,78.5011189363464,640,2,25
1.3063388981769174E-15,3975,8431,1.0,23.956275371225285,648,3,34
1.306038679823062E-15,3974,8383,1.0,14.146744125771576,802,2,63
1.305715743272965E-15,3973,4152,6.599998,78.31642345604763,399,2,54
1.304511179863296E-15,3972,7769,1.0,36.33591500296384,413,3,23
1.302408540888404E-15,3971,6822,1.0,14.810663669240643,531,3,95
1.3002882080558523E-15,3970,7831,1.0,27.103581482142893,561,2,26
1.2981645046989813E-15,3969,2403,24.20002,96.69205283176389,842,1,95
1.2964733206978567E-15,3968,6284,1.0,84.86472007702253,79,1,12
1.2948297372703636E-15,3967,7556,1.0,21.544046750311708,243,2,77
1.2864905916205672E-15,3966,9914,1.0,50.089340895141895,87,1,29
1.2827818468913624E-15,3965,7376,1.0,16.529609341556963,571,3,74
1.2782528996837848E-15,3964,8781,1.0,82.62559055155603,232,2,7
1.2759828338750892E-15,3963,4353,4.6,89.03902544547792,121,2,68
1.2748428618464505E-15,3962,5442,1.0,81.36133252755917,36,3,38
1.2687192067268199E-15,3961,9947,1.0,21.75383241052616,788,3,35
1.2658661921079023E-15,3960,9077,1.0,58.164455212922995,228,3,16
1.2577827198061558E-15,3959,4498,3.2000005,71.6799217118554,324,2,28
1.2575938039690821E-15,3958,9652,1.0,39.20029357408154,34,1,96
1.2573751639010659E-15,3957,9553,1.0,47.78834937841638,270,3,20
1.2563803175838601E-15,3956,6441,1.0,26.661977184459147,903,1,14
1.255673446018389E-15,3955,3956,8.599997,56.892409242146506,781,3,97
1.253536016520204E-15,3954,3453,13.799992,87.84678399841367,806,1,54
1.2475591683306964E-15,3953,9769,1.0,45.74308518083944,349,2,15
1.2473956695912546E-15,3952,5778,1.0,23.876205768246724,375,3,54
1.247296699963675E-15,3951,4220,5.9999986,65.49128200536302,252,2,96
1.2446847458540564E-15,3950,9055,1.0,14.683617526622838,791,1,46
1.2405748950324639E-15,3949,4634,2.0000002,20.870306238150828,600,2,86
1.2327361061495793E-15,3948,9433,1.0,38.05550790187636,88,1,48
1.2322660161142034E-15,3947,6223,1.0,11.309223963193823,940,2,85
1.2279411787992105E-15,3946,4210,6.1999984,64.71293289223843,317,2,86
1.2271923127811661E-15,3945,4635,2.0000002,65.35230722362888,180,3,34
1.2255169898890787E-15,3944,9439,1.0,31.190799669183118,601,3,23
1.2252737880385626E-15,3943,7142,1.0,65.15683992007355,789,2,4
1.2251534704612219E-15,3942,5741,1.0,73.18551187510923,21,1,46
1.2189671621697732E-15,3941,8553,1.0,98.50844875830319,17,2,42
1.2058690959154912E-15,3940,5835,1.0,88.82804980114221,61,1,14
1.203941989732733E-15,3939,6205,1.0,56.752484369229265,835,2,5
1.2022234137720311E-15,3938,9901,1.0,84.47333936773362,26,3,47
1.199416269334777E-15,3937,7888,1.0,28.489694394297004,113,1,67
1.1962085238579722E-15,3936,9571,1.0,26.33565083048205,152,1,61
1.1953572273143371E-15,3935,5683,1.0,68.75298645775257,867,3,4
1.1953137570581154E-15,3934,7105,1.0,45.49232169202656,361,2,15
1.194600559155608E-15,3933,3093,17.399994,99.8050954427946,832,1,59
1.1942887692479069E-15,3932,4127,6.9999976,73.3551350921653,985,3,39
1.191912947161212E-15,3931,6675,1.0,53.083094741591744,22,1,80
1.1906355593334496E-15,3930,9733,1.0,14.630678038395308,616,2,76
1.1847045827484897E-15,3929,3912,9.199996,84.94828986509553,804,2,44
1.1812674418587411E-15,3928,6552,1.0,42.55490212784427,171,2,31
1.180254226430584E-15,3927,6843,1.0,18.182392720358447,516,1,45
1.1798730991646687E-15,3926,7186,1.0,25.807099497418236,189,3,83
1.173956466507318E-15,3925,5852,1.0,62.22759743271648,79,2,29
1.1705240306165151E-15,3924,8567,1.0,19.90789368387311,411,1,46
1.1676105358543833E-15,3923,7506,1.0,80.22721074793087,87,3,20
1.165984595447921E-15,3922,5057,1.0,51.63883411141967,858,3,7
1.1653683474060117E-15,3921,3661,11.599994,95.53642024984497,461,3,91
1.165166267510141E-15,3920,4018,7.9999967,63.18622164675831,819,3,72
1.1634631196900305E-15,3919,4992,1.0,44.236008075281845,363,1,12
1.161214641651677E-15,3918,9574,1.0,59.83274967074467,110,2,24
1.1591906537114613E-15,3917,6777,1.0,56.85923191481834,510,3,9
1.1587439647309535E-15,3916,6380,1.0,71.3714908355279,508,2,5
1.1569646815623236E-15,3915,9210,1.0,18.084744583722077,556,3,67
1.15462015467725E-15,3914,3893,9.199996,88.88301721261028,643,2,49
1.1537833768375834E-15,3913,9601,1.0,19.92265192821568,675,2,41
1.1528449929845023E-15,3912,3784,10.399995,95.34562863474478,390,3,90
1.1508428456322478E-15,3911,3869,9.599996,90.81887520505596,432,3,81
1.1492402349927534E-15,3910,3305,15.19999,77.91176550300325,787,1,81
1.1460158336253491E-15,3909,9600,1.0,43.32106398092441,892,2,8
1.1450669098595207E-15,3908,9370,1.0,27.273994742340413,513,1,22
1.1398913639482948E-15,3907,4191,6.399998,51.2587660605543,441,1,82
1.1387800261521469E-15,3906,6291,1.0,41.960838548990566,77,2,61
1.1377081577116842E-15,3905,4322,4.9999995,35.680465882984336,604,1,87
1.1305795675145243E-15,3904,5792,1.0,18.720084590054196,417,2,68
1.130479515778304E-15,3903,9482,1.0,56.96123445174222,60,2,43
1.1291953046586356E-15,3902,8601,1.0,13.388572994521333,430,1,92
1.126150835850211E-15,3901,4553,2.8000004,41.757675808937954,296,3,82
1.1232829209940916E-15,3900,8197,1.0,16.969333970884357,654,1,43
1.1229875327326532E-15,3899,7057,1.0,23.324763034255902,394,2,48
1.122717850093069E-15,3898,4074,7.399997,98.3971865473648,746,2,27
1.1220421947242868E-15,3897,6045,1.0,17.98333484597316,464,1,51
1.1198054441967084E-15,3896,9547,1.0,62.13038696108442,88,3,32
1.1185919150683165E-15,3895,5319,1.0,96.92836474225187,57,1,13
1.1160060742637763E-15,3894,5196,1.0,52.947713910689764,477,3,11
1.1073406380161774E-15,3893,5557,1.0,15.781240508848551,905,1,38
1.103587381474765E-15,3892,4430,4.0000005,46.19459651829711,532,1,45
1.1009881265173956E-15,3891,8503,1.0,43.84808559239924,63,2,67
1.0999342139015652E-15,3890,3045,17.799995,93.32809136330425,948,1,64
1.0954491232423215E-15,3889,6600,1.0,19.459049555174055,308,1,62
1.0902492879943695E-15,3888,7818,1.0,39.66034649288814,193,2,33
1.0871289389880267E-15,3887,3608,12.199993,74.3017330619798,867,2,81
1.0855058173399341E-15,3886,7523,1.0,33.55741488352815,694,2,16
1.084827187400208E-15,3885,4305,5.1999993,84.7143755731119,389,1,28
1.084669623753031E-15,3884,6989,1.0,30.712709584881143,649,1,15
1.0808884873047646E-15,3883,6904,1.0,74.41593748508528,867,2,3
1.0778818779230367E-15,3882,4279,5.399999,73.12734706863239,543,2,39
1.076950286711445E-15,3881,3878,9.399996,78.90503179632445,454,3,100
1.0729654104664353E-15,3880,4014,7.9999967,86.3052483628616,490,3,64
1.0705704709823835E-15,3879,7941,1.0,23.50906147963676,278,3,75
1.0692024432484025E-15,3878,4847,1.0,26.124046063044418,153,2,85
1.0679258775125257E-15,3877,5211,1.0,35.24074784393471,316,1,21
1.0656879046463424E-15,3876,4750,1.0,93.1754097528559,9,2,80
1.0600216424603971E-15,3875,5292,1.0,68.7397358486026,115,3,22
1.058107319052672E-15,3874,8267,1.0,23.138819197942908,118,1,99
1.0580142987764562E-15,3873,9016,1.0,17.13825633518071,401,1,64
1.0558843788375434E-15,3872,4427,4.0000005,60.100088074493485,435,3,52
1.0549404647976138E-15,3871,5161,1.0,44.52765217021005,43,1,68
1.0511144304367943E-15,3870,7980,1.0,63.47930287152987,889,1,3
1.0443144179618242E-15,3869,7507,1.0,92.61844876595855,293,3,6
1.0426769043001575E-15,3868,3969,8.599997,84.12662091857077,342,2,85
1.0411539836394199E-15,3867,4675,1.6000001,28.7986624648482,409,3,63
1.0362512805487236E-15,3866,4400,4.2000003,83.34200379708034,518,3,27
1.0333280364508703E-15,3865,9893,1.0,39.3005806100286,588,2,14
1.0315712368584181E-15,3864,6696,1.0,66.7617943942183,355,2,8
1.0284519212331833E-15,3863,6893,1.0,18.541808970733275,370,3,93
1.0248887697708432E-15,3862,4826,1.0,99.26354564907552,253,3,6
1.0210815663616318E-15,3861,7093,1.0,35.52897890014682,77,2,86
1.0164550727963759E-15,3860,9502,1.0,27.516403106865393,293,2,47
1.0109703804880792E-15,3859,3437,13.799992,95.21263606628821,736,3,85
1.0092024762638548E-15,3858,4419,4.0000005,81.12325030694795,132,2,68
1.0075363251239577E-15,3857,3896,9.199996,88.10290507402186,955,1,29
1.0030214789579731E-15,3856,8406,1.0,37.071154350069484,746,2,13
1.0013656352673305E-15,3855,3331,14.99999,94.46734260348371,662,2,90
9.998231155099776E-16,3854,5232,1.0,17.01735250986094,638,3,71
9.984808710663595E-16,3853,3732,10.999994,67.99785327023676,948,1,60
9.935367890241826E-16,3852,8856,1.0,52.88490809984175,319,3,16
9.914213302675359E-16,3851,3907,9.199996,69.04963896556637,545,1,71
9.90001272820693E-16,3850,6165,1.0,14.518549585988497,743,3,84
9.796704588044566E-16,3849,3676,11.399994,81.80660667758917,615,2,85
9.791893128345119E-16,3848,8972,1.0,18.024962277941473,459,3,84
9.754435497502836E-16,3847,5793,1.0,12.319156244039892,686,1,78
9.743635259172191E-16,3846,4718,1.2,66.19632852878605,384,3,11
9.73118202769853E-16,3845,7770,1.0,26.836795698665266,196,2,69
9.704342332311318E-16,3844,3366,14.599991,82.93296776169046,913,1,65
9.686132080629004E-16,3843,3826,9.999995,74.34884118996497,458,1,81
9.678342579236655E-16,3842,4235,5.7999988,57.44163067547466,979,3,51
9.66679650166658E-16,3841,8139,1.0,77.18224970167174,597,1,3
9.623999840171683E-16,3840,9973,1.0,59.74512411597556,62,2,41
9.609312364969286E-16,3839,5343,1.0,62.161279138158235,182,3,19
9.595591075188296E-16,3838,7753,1.0,9.905439282515296,907,1,93
9.561056284161253E-16,3837,3984,8.399997,96.95886179239513,355,2,64
9.51622039965961E-16,3836,7484,1.0,59.193662519144766,327,3,13
9.513503824049538E-16,3835,7963,1.0,19.435197822030272,389,2,72
9.512171674807656E-16,3834,5730,1.0,16.977228298092236,373,2,95
9.501263640721745E-16,3833,9424,1.0,99.94980717173799,91,1,9
9.498598451398093E-16,3832,3178,16.39999,90.38714581302864,806,1,73
9.484005574085863E-16,3831,9328,1.0,73.77129795350059,167,3,15
9.476906077129604E-16,3830,4722,1.0,32.31299989651925,494,1,18
9.473252582823209E-16,3829,8469,1.0,62.79410934753571,25,3,91
9.471100345982701E-16,3828,9358,1.0,11.703395397229235,595,1,97
9.46186368348829E-16,3827,6508,1.0,23.556820744537998,431,2,47
9.460084260137668E-16,3826,6858,1.0,84.76535063999965,351,1,4
9.453589586424615E-16,3825,6325,1.0,39.41418685692466,427,3,22
9.449149476232922E-16,3824,7197,1.0,70.09232628294954,20,3,89
9.423368740082902E-16,3823,7062,1.0,19.197359584865563,645,3,58
9.392284045636944E-16,3822,7078,1.0,59.52950165279116,112,2,26
9.375514656796622E-16,3821,7975,1.0,32.13130291039019,148,1,48
9.348083507151166E-16,3820,9741,1.0,28.51319794242472,872,2,19
9.329284005716041E-16,3819,9938,1.0,32.773828750299614,529,3,26
9.316332288182648E-16,3818,6783,1.0,66.69140588085939,845,1,3
9.313914874218237E-16,3817,6282,1.0,23.860145818026997,252,2,71
9.29081213491002E-16,3816,5913,1.0,36.92610710739936,270,3,36
9.287218343410027E-16,3815,6306,1.0,44.44522979046603,872,3,10
9.276418825517568E-16,3814,4327,4.9999995,97.92326941234037,628,3,23
9.234082965559505E-16,3813,6512,1.0,29.137704449895416,594,2,25
9.211678157138066E-16,3812,9775,1.0,31.636886039518505,122,1,58
9.205397215371923E-16,3811,8205,1.0,61.635870017097474,65,2,38
9.200323593146515E-16,3810,8841,1.0,34.93358341002505,159,3,61
9.183231638410822E-16,3809,8533,1.0,64.37147328021784,111,3,27
9.15533065247154E-16,3808,9119,1.0,85.51761617320652,759,1,2
9.150687236045644E-16,3807,9714,1.0,26.454319368004523,117,1,83
9.148801051093387E-16,3806,8983,1.0,49.19686574925694,413,2,13
9.124433941319778E-16,3805,4180,6.399998,82.0374784237178,925,2,28
9.075094305169288E-16,3804,8240,1.0,34.353213476123486,181,3,57
9.073826527162886E-16,3803,4301,5.1999993,57.97812445375493,392,3,92
9.044188369811518E-16,3802,8261,1.0,25.335892185021216,322,2,53
9.006237704445359E-16,3801,4360,4.6,63.48881845186696,617,3,46
8.968642625160273E-16,3800,8605,1.0,79.38891211576428,81,3,24
8.933379944372373E-16,3799,8016,1.0,28.451017419956283,579,2,27
8.915640298937338E-16,3798,6266,1.0,89.70222408549718,424,3,5
8.906369723648212E-16,3797,6105,1.0,50.23566195527268,105,2,38
8.889105911289215E-16,3796,6602,1.0,15.614474230165673,883,3,67
8.859157783015728E-16,3795,5903,1.0,29.481466516025648,146,3,90
8.799363047056629E-16,3794,5185,1.0,22.543927655026927,763,3,39
8.784268820045776E-16,3793,4278,5.399999,42.83755785455818,648,1,73
8.771198226145602E-16,3792,5364,1.0,70.13596709739056,744,3,5
8.76744056464814E-16,3791,9336,1.0,20.217794230679186,602,1,37
8.761833719118763E-16,3790,4401,4.2000003,66.34864687074662,512,3,44
8.734767388349663E-16,3789,9297,1.0,22.452758433640085,319,1,51
8.720797323318691E-16,3788,8020,1.0,29.70390782788648,459,1,23
8.692444818009482E-16,3787,5707,1.0,61.62640265968208,464,1,6
8.687900445050814E-16,3786,4088,7.399997,89.4123661836424,255,2,84
8.687452730218635E-16,3785,6007,1.0,31.32912625606862,205,3,62
8.675424992925356E-16,3784,6481,1.0,56.14740556352686,147,2,24
8.674460471270013E-16,3783,6401,1.0,52.54897930419426,552,1,7
8.661131124557507E-16,3782,9428,1.0,38.17036161309842,137,2,51
8.630848390214383E-16,3781,4187,6.399998,50.92011619636422,840,3,86
8.62699459257666E-16,3780,5956,1.0,58.556503172623266,206,2,17
8.592873036839324E-16,3779,8098,1.0,41.31635362746532,529,2,15
8.577833957055992E-16,3778,7367,1.0,23.250727023575237,421,2,51
8.570856267345642E-16,3777,9131,1.0,99.6312956515214,9,3,91
8.554527095068723E-16,3776,7027,1.0,68.57531408443343,647,2,5
8.53106917486778E-16,3775,4704,1.2,22.56401490595043,386,3,81
8.497358877872868E-16,3774,6630,1.0,68.05689182372994,83,2,27
