"weight","queue size","id","waiting time","duration","total request","priority","completed jobs"
1.7160404534691384E-6,8566,5787,78.99994,33.50854755492559,104,3,64
1.7154720457881735E-6,8565,5972,77.19997,90.9605819158405,28,2,96
1.7250469636382554E-6,8564,8900,48.00011,0.7302613382627562,619,2,30
1.7190599794218143E-6,8563,5099,85.99983,85.49858761917646,587,2,1
1.729611433312112E-6,8562,8129,55.80014,1.5960818613941983,434,2,33
1.7204145455777229E-6,8561,5556,81.7999,29.392524402771045,161,3,39
1.72514723650798E-6,8560,7935,58.00015,1.4949949124556077,589,2,23
1.7161099945051332E-6,8559,6663,70.800064,7.4270589081341605,450,3,23
1.7222829280512107E-6,8558,8588,51.600124,95.10805362712027,11,1,93
1.7202025554076716E-6,8557,1263,125.39923,5.0357597269914365,971,3,18
1.7229341118493314E-6,8556,3114,106.799515,3.357262606876388,334,2,53
1.72265096419557E-6,8555,1719,120.9993,74.22656021578078,136,3,34
1.7335586080493433E-6,8554,9129,46.600105,95.29252339671976,39,3,65
1.7285126915368326E-6,8553,4808,89.99977,18.03292240831451,341,2,11
1.7309304315136086E-6,8552,5852,79.79993,83.53556358575877,48,3,92
1.7291079445909149E-6,8551,5008,88.1998,2.965465485938575,587,3,40
1.7252785409151968E-6,8550,3321,105.399536,46.0937329533663,84,2,47
1.7220405529576602E-6,8549,7185,66.60013,22.7316431824684,378,3,11
1.723128724507924E-6,8548,4464,93.99971,59.67648176035603,64,3,95
1.7193242772965855E-6,8547,5366,84.99985,38.488720399534195,297,3,13
1.727768953498138E-6,8546,7199,66.800125,8.69429595100117,951,2,3
1.724119967694081E-6,8545,4383,94.999695,32.55571273076922,133,3,55
1.7294603003657758E-6,8544,4266,96.39967,74.88328741786168,51,2,59
1.7253882305535419E-6,8543,3634,102.799576,37.06930752837124,130,2,29
1.7310069736094976E-6,8542,6385,75.399994,0.6893497304428514,719,3,75
1.7265808308931901E-6,8541,9191,47.200108,75.55214134037527,143,2,6
1.7292235191928418E-6,8540,5278,86.59982,37.64194448965046,304,3,13
1.7258346469502737E-6,8539,4238,97.19966,16.397472513552824,225,3,46
1.7373959269787033E-6,8538,9272,46.800106,9.611547376081438,126,3,79
1.7328166728870646E-6,8537,9930,40.20008,12.408645988492637,47,1,48
1.7396228946949116E-6,8536,5728,82.599884,75.1263021229338,59,3,77
1.7316510753442064E-6,8535,2257,117.59935,45.10754664769176,97,3,82
1.7384598972366566E-6,8534,6144,78.599945,24.22875947739364,49,1,51
1.7364292306084582E-6,8533,1662,123.799255,43.03196373480523,270,3,20
1.7217529840191619E-6,8532,671,133.7991,0.43592561364070126,854,2,76
1.7204126426709149E-6,8531,6344,76.79997,76.21472454851,257,2,4
1.733397882155512E-6,8530,9677,43.600094,3.930640338112043,93,1,48
1.7251509226401255E-6,8529,4163,98.79964,25.76919815479998,119,2,43
1.7269416058303106E-6,8528,104,139.99901,5.425061245969992,956,2,10
1.7237937507218782E-6,8527,452,136.59906,43.35106297161582,147,3,54
1.7224565864769508E-6,8526,385,137.39905,48.488063616604784,382,3,12
1.7287298744970777E-6,8525,8311,57.800148,41.744556725359764,110,1,7
1.7255576345461337E-6,8524,5710,83.99986,71.6980142215322,46,2,62
1.7353212104225337E-6,8523,8358,57.600147,97.5772763450864,277,2,2
1.7268203279572005E-6,8522,7382,67.400116,59.97912786492284,120,3,27
1.7329184027858395E-6,8521,5571,85.799835,94.21476144225666,60,2,34
1.73193877263051E-6,8520,6263,78.79994,71.73860869879391,65,2,35
1.73686595205092E-6,8519,5894,82.79988,94.87033000246093,54,2,38
1.735809130313704E-6,8518,2360,118.19934,41.67644923772985,297,3,17
1.7303517215078762E-6,8517,2350,118.599335,94.65542757324448,182,2,9
1.72654323198526E-6,8516,842,133.7991,35.86087575115795,175,3,48
1.7334462255604106E-6,8515,9288,49.000114,10.124149321996002,113,3,93
1.7323802573578856E-6,8514,5740,84.59985,68.184474758068,124,3,29
1.7363277953960893E-6,8513,3933,102.99957,17.92324090812104,573,1,2
1.7358250649021312E-6,8512,2528,117.199356,7.001424407356797,275,3,82
1.7420870939678343E-6,8511,9656,45.800102,33.90859031589791,80,2,28
1.736653801397716E-6,8510,9623,46.000103,0.10380667020306034,787,1,30
1.7334517649748849E-6,8509,3442,108.39949,14.779897823728643,99,2,97
1.7330450356905715E-6,8508,289,140.199,50.27929172907707,192,3,33
1.741752830799426E-6,8507,9255,50.20012,23.991624332294634,320,3,10
1.737001076809716E-6,8506,7,143.39896,23.079778736948317,318,1,6
1.7335821530755305E-6,8505,9737,45.6001,15.948291016622958,80,3,99
1.7254824437400101E-6,8504,6641,76.599976,17.726259590687498,589,3,8
1.7311813864118482E-6,8503,7680,66.40013,12.22303269893971,224,3,40
1.7289200479553863E-6,8502,8793,55.200138,49.89045912857155,227,2,5
1.7301939384651782E-6,8501,233,141.59898,85.41252986504406,827,2,1
1.7283503320016315E-6,8500,3043,113.19942,45.80533804249448,607,3,5
1.73057678663377E-6,8499,6145,82.19989,21.206100412931885,104,2,51
1.7268754255919655E-6,8498,3896,104.799545,69.78834046905199,68,3,85
1.7318211381477508E-6,8497,5021,93.59972,18.193607822605546,312,2,13
1.7307004981646009E-6,8496,8591,57.800148,66.21763568935056,355,3,4
1.7343567792169898E-6,8495,568,138.79903,21.397412976097105,331,3,30
1.7307305377334438E-6,8494,8158,62.400166,1.0616244750135904,576,2,33
1.7370353474340087E-6,8493,7359,70.60007,37.550097531988236,205,3,19
1.7347170815607986E-6,8492,1771,126.79921,93.79727098469463,49,2,68
1.7419998313768963E-6,8491,8020,64.200165,95.4622234371518,216,3,7
1.7410921881151577E-6,8490,9586,48.400112,23.75316553644509,858,3,2
1.7432738676389E-6,8489,1077,134.1991,77.92932466972074,52,2,77
1.7410593284363067E-6,8488,4697,97.79965,85.9879744189791,63,1,15
1.7463417158461272E-6,8487,4055,104.39955,31.081030233681965,101,1,19
1.7430208610683393E-6,8486,6266,82.19989,31.095416480151496,137,3,47
1.7463930489909285E-6,8485,465,140.799,38.347712409696165,234,3,31
1.738360200160622E-6,8484,8663,58.20015,62.64408719575358,830,3,1
1.7374350525328925E-6,8483,9405,51.000122,49.47243964085383,296,2,3
1.7369598546709195E-6,8482,2871,116.79936,14.30387554574759,428,3,24
1.7381170485435768E-6,8481,9495,50.40012,50.5523204739363,60,3,64
1.7335807212454914E-6,8480,6235,83.199875,79.6072768203564,264,2,4
1.7291118853460281E-6,8479,2135,124.59924,26.602600328768638,162,3,64
1.7207639434901581E-6,8478,8984,55.60014,67.28280798082173,41,3,97
1.724908807605613E-6,8477,9183,53.800133,12.301511171281746,110,3,91
1.7205626285325426E-6,8476,2741,118.599335,21.136411997774914,869,3,6
1.7216812110121188E-6,8475,5624,89.799774,56.70040324260654,48,2,76
1.7165744138049304E-6,8474,8258,63.60017,88.59275831103248,315,2,2
1.7086429436338166E-6,8473,7716,69.00009,60.42600497828725,26,1,53
1.713540787278203E-6,8472,6215,84.39986,5.171193209211866,223,2,54
1.7081208394314588E-6,8471,3472,111.79944,26.698373475888797,422,3,14
1.7156675559718376E-6,8470,8408,62.400166,8.195989920432009,940,2,3
1.7140078527505243E-6,8469,9297,53.600132,29.873574846734996,86,3,63
1.716689710863802E-6,8468,3873,108.19949,88.33417985944449,153,3,22
1.7165059815867317E-6,8467,7234,74.600006,11.383462275807453,151,3,85
1.7195755502333047E-6,8466,3347,113.59941,3.050548431607014,925,3,26
1.715612965079605E-6,8465,9746,49.400116,24.969328718637335,360,3,8
1.7200713025801423E-6,8464,7221,75.0,0.5564995202371855,698,2,48
1.7195066538514537E-6,8463,4659,100.79961,38.8017944763824,63,2,79
1.7190716828995828E-6,8462,7140,75.999985,34.549638032189144,90,1,15
1.7141325853051393E-6,8461,3776,109.79947,93.97507046618738,212,3,13
1.7223449944187182E-6,8460,9707,50.40012,23.01041920249224,456,2,3
1.7176956599974786E-6,8459,735,140.599,93.01952196234673,37,1,45
1.7240773339032492E-6,8458,5819,89.59978,86.00211791462162,36,2,81
1.7207605578053575E-6,8457,5382,93.99971,1.6416410062469027,672,3,55
1.7230425158697932E-6,8456,4192,106.199524,38.72102362040646,44,1,55
1.72299770038585E-6,8455,8495,63.000168,96.65908519570308,461,3,2
1.7224650588301407E-6,8454,4715,101.1996,39.533008672767124,131,3,51
1.7205608150126101E-6,8453,2080,127.799194,45.09422141699016,916,3,3
1.7204671561508364E-6,8452,3949,108.99948,1.0468616282789651,702,2,44
1.7199461901087487E-6,8451,2131,127.3992,3.207145049841953,289,2,81
1.7258856278329077E-6,8450,8087,67.60011,55.969832282246536,95,1,8
1.7230299529232872E-6,8449,1173,137.19905,17.270778151260647,165,3,98
1.7198127090297288E-6,8448,2180,127.3992,36.01146918806562,160,3,52
1.7170087361308553E-6,8447,5196,96.999664,2.4008662049634717,591,2,27
1.7252373273520913E-6,8446,9788,51.000122,47.55069108271802,86,1,8
1.720351884676161E-6,8445,5644,92.59973,14.6992207590629,304,1,6
1.7265715566304376E-6,8444,6525,83.99986,79.0274019387663,55,2,44
1.721949684697782E-6,8443,1957,129.99916,99.26500135619712,29,1,56
1.7242861641565928E-6,8442,1711,132.59912,62.75049916900161,30,1,80
1.720556682570383E-6,8441,4814,101.3996,40.27336237336149,222,2,12
1.7247792622377564E-6,8440,6311,86.59982,6.095681130112,86,1,76
1.723133350319222E-6,8439,6813,81.5999,23.337111747013346,199,2,18
1.7266641706332263E-6,8438,744,142.79897,20.44852845748458,262,1,9
1.7213124099711959E-6,8437,3099,118.99933,9.105560706586747,460,3,32
1.7270191618253215E-6,8436,6531,84.79985,43.68802449979465,104,1,11
1.7266545083037476E-6,8435,5310,96.999664,45.46665937168425,77,3,94
1.726327473594749E-6,8434,1406,136.59906,45.611997510970134,111,2,41
1.7251643288594435E-6,8433,6596,84.39986,45.66625840238111,237,2,8
1.7303492603076216E-6,8432,5775,92.79973,23.552855714726004,183,3,44
1.7239752953372705E-6,8431,3716,113.399414,5.924174966573284,177,2,91
1.7240179010072495E-6,8430,5543,95.19969,4.435557326300204,273,2,51
1.7231691302097113E-6,8429,7887,71.60005,38.030373640090886,338,3,9
1.7274803632432215E-6,8428,1896,132.19913,26.120027601753748,404,3,18
1.7272564506586371E-6,8427,1429,136.79906,12.414956428807333,87,1,67
1.731221761322304E-6,8426,4869,102.39958,32.56699146979698,208,2,16
1.7293574561435667E-6,8425,1695,134.3991,35.5812859032292,50,1,62
1.7367384856494758E-6,8424,8816,63.000168,35.7492307785532,65,3,95
1.7250815539995998E-6,8423,135,150.19885,15.684584660603221,472,3,25
1.729691360852735E-6,8422,4184,109.59947,12.709732140629301,475,2,11
1.7330251209370112E-6,8421,6970,81.99989,61.40633273371897,58,3,93
1.732858585966028E-6,8420,5649,95.19969,18.796274674439566,225,2,21
1.7327507528967195E-6,8419,648,145.79892,10.492284490277378,499,3,31
1.732409779319487E-6,8418,5103,100.79961,19.16843582376955,630,3,9
1.7379755267485415E-6,8417,4681,105.19954,33.90828306260646,469,3,9
1.7318323395376078E-6,8416,6105,90.999756,7.998783655150538,242,3,69
1.7337162892985773E-6,8415,1781,134.79909,13.828555164022466,482,3,24
1.730055928991909E-6,8414,8052,71.60005,28.52297332858548,183,2,15
1.73297637049326E-6,8413,374,148.99887,60.81232803719029,623,3,5
1.717518055517798E-6,8412,4396,108.59949,12.767449778497687,202,1,15
1.723466588704666E-6,8411,9444,58.00015,2.4436791214202986,299,2,43
1.7220521484946E-6,8410,5124,101.3996,54.049360149812344,41,1,44
1.716616596017018E-6,8409,9568,57.000145,40.627730139595215,711,3,2
1.7157740488001578E-6,8408,124,151.99883,13.90609931831879,661,3,17
1.7205184423484792E-6,8407,7760,75.399994,48.63518450753175,77,1,14
1.7204903437446928E-6,8406,3603,116.99936,61.36780570420579,228,3,18
1.7249328336384204E-6,8405,6254,90.79976,12.339000830873857,145,1,21
1.7238023491049724E-6,8404,7996,73.20003,73.67866564221238,572,2,1
1.7276154483121303E-6,8403,2553,128.19919,26.192546161561317,674,3,8
1.7259539906342304E-6,8402,1996,133.7991,41.96955299612719,78,2,72
1.7263125174944532E-6,8401,9835,55.200138,88.78210573349284,38,3,85
1.7257780077670745E-6,8400,3885,114.79939,13.115523390985294,155,1,23
1.7291401698199936E-6,8399,901,145.19893,1.9249721913407871,729,3,67
1.722080379976529E-6,8398,6288,90.999756,29.35064917929631,234,2,13
1.7199619985115078E-6,8397,6545,88.59979,1.0196379796081227,231,1,72
1.7183485754600541E-6,8396,2525,128.99918,14.318608390242007,122,2,88
1.7216536249669653E-6,8395,4368,110.59946,94.21079533443928,47,2,63
1.7103101817794363E-6,8394,8108,73.00003,2.8703218944533933,199,2,87
1.7143204827164984E-6,8393,7317,81.199905,21.459286660610967,428,2,6
1.7127616096624354E-6,8392,2580,128.79918,29.01027372044456,81,1,35
1.7171172534700872E-6,8391,6802,86.59982,16.95358058425015,150,2,38
1.711936753052305E-6,8390,1135,143.59895,28.745928255604813,117,2,59
1.7174021720889055E-6,8389,5319,101.599594,4.577071196102935,709,3,25
1.7144758247438337E-6,8388,7945,75.2,9.438089996340723,452,3,20
1.7129877135134768E-6,8387,3857,116.599365,27.50177405579701,133,3,78
1.7106519939499106E-6,8386,2581,129.39917,42.453872789584466,176,2,21
1.710118684747102E-6,8385,7866,76.39998,70.95838972411659,604,2,1
1.7092976497468007E-6,8384,2615,129.19917,40.298135304777446,987,3,3
1.7131552147183357E-6,8383,7315,82.39989,18.589874338221826,177,1,10
1.7128247779860634E-6,8382,6585,89.59978,35.03763245952848,296,3,15
1.7160059038109117E-6,8381,3571,119.99931,27.826642453026253,950,2,2
1.7130212776872264E-6,8380,9340,62.200165,49.15699855337087,131,1,5
1.7149319973209613E-6,8379,9613,59.600155,44.26543733312356,146,2,12
1.713286337675753E-6,8378,4340,112.39943,51.83423715810884,107,2,32
1.720936884191296E-6,8377,8230,73.60002,30.352534133038777,81,2,49
1.7187914458435512E-6,8376,5509,100.9996,0.4773845115573091,877,3,98
1.724018469266652E-6,8375,8838,67.80011,94.04103322389524,26,2,91
1.7215849098070934E-6,8374,3253,123.799255,18.994135625197437,111,1,30
1.7172451867699414E-6,8373,5303,103.39957,8.948918744152609,431,3,31
1.7149360959798575E-6,8372,2443,132.19913,1.6812715348955845,686,2,39
1.7194899141248995E-6,8371,7424,82.39989,52.203354854611675,758,2,1
1.717713344855603E-6,8370,9730,59.200153,92.67497778954566,69,3,37
1.722842175117193E-6,8369,6070,96.19968,33.35276243357486,894,3,3
1.725124917353253E-6,8368,2889,128.39919,3.4320464830787167,401,3,91
1.7248941763910635E-6,8367,1216,145.19893,10.421054581106715,550,2,14
1.7283539967618725E-6,8366,8028,76.79997,61.431528715865625,91,1,9
1.7282153865453096E-6,8365,2614,131.19914,44.76939587495671,768,2,2
1.7265038175192463E-6,8364,3130,126.399216,25.727334108115922,59,1,60
1.7261674457114766E-6,8363,7965,77.59996,38.332189852382825,596,3,4
1.7254349292349028E-6,8362,9929,58.20015,50.22751972413725,23,1,62
1.7244083334136638E-6,8361,4756,110.19946,32.33279185161903,111,1,17
1.7234510078066942E-6,8360,7885,78.79994,41.488327581310756,151,1,6
1.7226605302081406E-6,8359,8197,75.79999,59.60347308922535,396,3,5
1.7277813815889224E-6,8358,6163,96.39967,44.85517419540904,169,3,30
1.7267443251137613E-6,8357,2802,130.19916,1.370826688518532,642,3,93
1.7272269309602404E-6,8356,8191,76.19998,27.895302203378257,253,2,10
1.7250131205969907E-6,8355,6199,96.19968,90.48957155994493,58,3,79
1.7210506263767867E-6,8354,2223,136.39906,2.3379304007512975,490,3,97
1.7194818903071015E-6,8353,1330,145.39893,51.58687514345602,293,3,18
1.7232848967463463E-6,8352,6603,92.59973,3.0661798358113517,407,3,70
1.7179293417438323E-6,8351,3818,120.599304,60.847116457415794,741,3,3
1.7204545144556038E-6,8350,4044,118.39934,23.77456319861094,154,3,72
1.7191489645675194E-6,8349,316,155.99876,53.75258826190884,141,1,11
1.7225011005019934E-6,8348,904,150.39885,57.094543130441,152,3,45
1.7204365871826884E-6,8347,1405,145.39893,13.233521555540664,611,3,19
1.7227661629586515E-6,8346,7837,80.79991,81.90383861457676,134,1,4
1.722121787260545E-6,8345,150,158.19873,90.79786135763688,88,3,71
1.7210001292560524E-6,8344,4563,113.79941,5.829193444659438,458,3,44
1.7203697130205819E-6,8343,9521,64.200165,36.01730224373274,472,3,5
1.7244029365428541E-6,8342,4122,118.39934,49.283117311816625,66,2,71
1.7222498257010724E-6,8341,9090,68.6001,34.779896335184546,105,3,53
1.730882177497406E-6,8340,9948,60.200157,61.326267519879366,39,1,25
1.7213095051254521E-6,8339,726,152.99881,41.665512187703904,152,1,12
1.7280352397132073E-6,8338,8809,71.80005,36.46439127250347,78,3,82
1.7247930171226387E-6,8337,4356,116.599365,9.179624510433188,243,3,79
1.726928671581963E-6,8336,6731,92.999725,61.866614502502514,76,3,71
1.7266600655116702E-6,8335,3672,123.59926,10.053084549647036,354,3,45
1.729222082332569E-6,8334,6364,96.79967,59.86292451560546,116,3,41
1.7289886359319834E-6,8333,1170,148.99887,52.65482208497966,147,3,50
1.7277783993133686E-6,8332,1531,145.59892,86.82064668923643,82,3,75
1.7264480949614915E-6,8331,3746,123.199265,50.64089605271218,122,3,56
1.7260667371162343E-6,8330,7397,86.79982,40.169348638951476,148,3,36
1.7255135457857092E-6,8329,6750,93.39972,42.56355098017689,928,2,1
1.732050899087615E-6,8328,8241,78.599945,94.52754695050002,63,3,55
1.7283886378218223E-6,8327,4691,114.1994,21.732258996273657,354,3,22
1.7275580321428356E-6,8326,6543,95.79968,20.346448331498145,131,2,44
1.7232697413650523E-6,8325,4384,117.39935,32.1218234755464,113,2,46
1.7272924747088937E-6,8324,8214,79.199936,15.511281061449722,343,3,21
1.7244127135043514E-6,8323,2925,132.39912,23.487735755698335,172,1,14
1.7283533922517612E-6,8322,6995,91.79974,42.48069856739319,64,2,65
1.7228464490193097E-6,8321,4214,119.59932,79.45625552983351,203,2,9
1.7282865862602698E-6,8320,7328,88.59979,45.57700347765511,295,2,6
1.7274777001485274E-6,8319,8068,80.99991,76.86680020110947,155,3,18
1.7326814545073696E-6,8318,7087,91.19975,96.07028543325235,35,2,78
1.7321789438170864E-6,8317,5730,104.99954,59.60823900854837,236,2,8
1.7311988780023022E-6,8316,1000,152.59882,28.819947393765737,286,3,32
1.7249748066099727E-6,8315,7768,84.59985,10.42782081592619,113,2,83
1.7235203536633428E-6,8314,7980,82.599884,74.62907522003839,128,2,13
1.7309130478355248E-6,8313,9950,62.800167,34.56496584899582,38,1,44
1.730515070544855E-6,8312,8466,77.79996,99.8236152500784,101,1,5
1.7320748861839597E-6,8311,7263,90.19977,58.24290309423666,289,3,10
1.7295213368907498E-6,8310,5751,105.399536,71.18831664678089,68,3,84
1.732502619236378E-6,8309,4952,113.59941,69.7341223792156,385,3,7
1.72803326395831E-6,8308,630,157.19875,50.340183002482036,251,3,25
1.7314960674476706E-6,8307,9064,72.40004,10.05322849049281,139,2,54
1.728015363038458E-6,8306,9153,71.60005,4.506035955883322,474,3,32
1.7326600533295437E-6,8305,6920,94.19971,72.28001310883624,102,3,41
1.7295378019804357E-6,8304,210,161.79868,37.4504618207656,167,3,60
1.7308528953707784E-6,8303,7915,84.39986,8.719745716792684,812,2,5
1.7284027407583332E-6,8302,4485,118.79933,16.230712505195502,340,3,31
1.7249479046438796E-6,8301,8082,82.99988,59.398182240954206,80,2,32
1.723003983613199E-6,8300,2764,136.39906,20.084123201557617,321,2,17
1.7253182322283127E-6,8299,1355,150.79884,96.50101097755856,50,2,77
1.71689209556719E-6,8298,7442,89.59978,67.11955900426699,90,1,10
1.7200763568402116E-6,8297,7730,86.79982,15.970806496545032,809,1,1
1.7175151995806445E-6,8296,2969,134.79909,73.61371433647686,459,1,1
1.7166242617906121E-6,8295,4642,117.999344,5.009591883309788,104,1,92
1.7135525534000394E-6,8294,7950,84.79985,7.399168944001129,244,3,68
1.7205968296852667E-6,8293,9651,68.00011,98.2353712203091,46,3,73
1.720477501314709E-6,8292,8416,80.39992,43.75782368419509,142,3,33
1.715993616624665E-6,8291,3757,127.3992,14.104630214022702,499,2,11
1.7135853154364212E-6,8290,997,155.19878,9.673000631911943,332,1,13
1.71421889856378E-6,8289,2835,136.79906,4.094321712456238,372,2,50
1.7115389907158928E-6,8288,7830,86.59982,92.69269794799149,35,1,30
1.7133736033921058E-6,8287,1583,149.79886,34.70503259521929,135,3,81
1.7117496363618117E-6,8286,2945,135.99907,26.92550498091939,270,3,33
1.7130712149993328E-6,8285,7801,87.39981,2.953360987860674,908,3,21
1.707957309335435E-6,8284,6083,104.59955,25.13357220534513,388,2,8
